Number,Date,Hour,Store,Sales,Total,Card
426,2012-01-01,09:20,San Francisco,Consumer Electronics,206.92,Amex
427,2012-01-01,09:20,San Jose,Computers,160.6,Amex
428,2012-01-01,09:20,Colorado Springs,Pet Supplies,76.61,Cash
429,2012-01-01,09:20,Jersey City,Health and Beauty,481.23,Amex
430,2012-01-01,09:20,Lincoln,Sporting Goods,437.51,Discover
431,2012-01-01,09:20,Austin,Consumer Electronics,325.1,Discover
432,2012-01-01,09:20,Norfolk,Cameras,305.99,Discover
433,2012-01-01,09:20,Raleigh,Sporting Goods,488.65,Visa
434,2012-01-01,09:20,Arlington,Garden,300.93,Amex
435,2012-01-01,09:20,San Jose,Cameras,285.57,MasterCard
436,2012-01-01,09:20,Indianapolis,Crafts,35.81,Visa
437,2012-01-01,09:20,Honolulu,Computers,307.18,Visa
438,2012-01-01,09:20,Anchorage,Sporting Goods,44.25,Discover
439,2012-01-01,09:21,Stockton,Women's Clothing,465.15,Visa
440,2012-01-01,09:21,Tampa,Pet Supplies,316.25,Cash
441,2012-01-01,09:21,Baton Rouge,Computers,207.96,Amex
442,2012-01-01,09:21,Minneapolis,Men's Clothing,486.46,MasterCard
443,2012-01-01,09:21,Spokane,Books,295.4,Cash
444,2012-01-01,09:21,Sacramento,Pet Supplies,218.58,Discover
445,2012-01-01,09:21,Lincoln,Women's Clothing,406.49,Amex
446,2012-01-01,09:21,Saint Paul,CDs,276.81,Visa
447,2012-01-01,09:21,Toledo,Health and Beauty,71.75,Cash
448,2012-01-01,09:21,Aurora,Crafts,368.16,MasterCard
449,2012-01-01,09:21,Detroit,CDs,407.49,Discover
450,2012-01-01,09:21,Minneapolis,Toys,49.94,Cash
451,2012-01-01,09:21,Laredo,Video Games,323.35,Discover
452,2012-01-01,09:21,Plano,Cameras,80.72,Visa
453,2012-01-01,09:21,Baltimore,Sporting Goods,255.77,Discover
454,2012-01-01,09:21,Mesa,Computers,62.13,MasterCard
455,2012-01-01,09:21,Mesa,Garden,99.81,Cash
456,2012-01-01,09:21,Fremont,Consumer Electronics,470.16,Visa
457,2012-01-01,09:21,Irving,Sporting Goods,496.73,Amex
458,2012-01-01,09:21,Buffalo,Cameras,292.38,Discover
459,2012-01-01,09:22,Oklahoma City,Children's Clothing,166.08,MasterCard
460,2012-01-01,09:22,Boise,Pet Supplies,199.71,Cash
461,2012-01-01,09:22,Orlando,Toys,17.59,MasterCard
462,2012-01-01,09:22,Newark,Pet Supplies,467.11,Visa
463,2012-01-01,09:22,Hialeah,Consumer Electronics,395.99,Discover
464,2012-01-01,09:22,Greensboro,Computers,261.16,Visa
465,2012-01-01,09:22,Fort Worth,Computers,100.38,MasterCard
466,2012-01-01,09:22,San Jose,CDs,250.46,Cash
467,2012-01-01,09:22,Sacramento,Books,259.03,Visa
468,2012-01-01,09:22,Aurora,Garden,256.25,Visa
469,2012-01-01,09:22,Saint Paul,Crafts,342.35,Visa
470,2012-01-01,09:22,Richmond,Pet Supplies,367.76,Discover
471,2012-01-01,09:22,Glendale,Toys,81.91,Visa
472,2012-01-01,09:22,Chula Vista,Sporting Goods,93.74,Amex
473,2012-01-01,09:22,Los Angeles,DVDs,380.67,MasterCard
474,2012-01-01,09:22,Richmond,Cameras,46.48,Amex
475,2012-01-01,09:22,Pittsburgh,Baby,141.26,Cash
476,2012-01-01,09:22,Wichita,Cameras,326.65,Cash
477,2012-01-01,09:22,Toledo,Video Games,324.14,Discover
478,2012-01-01,09:22,Tucson,DVDs,450.33,MasterCard
479,2012-01-01,09:23,Portland,Sporting Goods,182,Visa
480,2012-01-01,09:23,Dallas,Baby,434.94,Amex
481,2012-01-01,09:23,Glendale,CDs,445.5,Discover
482,2012-01-01,09:23,Austin,Cameras,113.26,MasterCard
483,2012-01-01,09:23,Newark,Sporting Goods,371.88,Cash
484,2012-01-01,09:23,Tucson,Men's Clothing,28.91,Discover
485,2012-01-01,09:23,Denver,Health and Beauty,242.29,Discover
486,2012-01-01,09:23,Colorado Springs,Health and Beauty,453.16,Discover
487,2012-01-01,09:23,Seattle,Men's Clothing,442.41,Discover
488,2012-01-01,09:23,Winston–Salem,Crafts,170.06,Visa
489,2012-01-01,09:23,Phoenix,Cameras,129.06,Amex
490,2012-01-01,09:23,St. Petersburg,Consumer Electronics,47.37,Cash
491,2012-01-01,09:23,Baton Rouge,Garden,387.9,Cash
492,2012-01-01,09:23,Irvine,Cameras,152.86,Amex
493,2012-01-01,09:23,Oklahoma City,Computers,478.32,Discover
494,2012-01-01,09:23,Chicago,Men's Clothing,95.59,Discover
495,2012-01-01,09:23,Boston,Pet Supplies,321.06,Amex
496,2012-01-01,09:23,Greensboro,Children's Clothing,279.54,Amex
497,2012-01-01,09:23,Minneapolis,CDs,205.79,Cash
498,2012-01-01,09:24,Corpus Christi,Crafts,254.39,Cash
499,2012-01-01,09:24,Garland,CDs,206.06,Amex
500,2012-01-01,09:24,San Jose,DVDs,204.88,Visa
501,2012-01-01,09:24,St. Petersburg,Sporting Goods,359.82,Discover
502,2012-01-01,09:24,Portland,Garden,262.5,Discover
503,2012-01-01,09:24,Minneapolis,Baby,261.53,MasterCard
504,2012-01-01,09:24,Washington,DVDs,213.39,MasterCard
505,2012-01-01,09:24,Chicago,Women's Clothing,209.46,Discover
506,2012-01-01,09:24,Omaha,Cameras,427.08,MasterCard
507,2012-01-01,09:24,El Paso,Cameras,84.56,Amex
508,2012-01-01,09:24,Reno,Music,74.11,Discover
509,2012-01-01,09:24,Toledo,Sporting Goods,11.98,Cash
510,2012-01-01,09:24,New York,Computers,233.51,Cash
511,2012-01-01,09:24,Henderson,Computers,92.43,Visa
512,2012-01-01,09:24,Irvine,Consumer Electronics,327.28,Cash
513,2012-01-01,09:24,Mesa,Consumer Electronics,110.66,MasterCard
514,2012-01-01,09:24,Madison,Women's Clothing,427.22,Visa
515,2012-01-01,09:24,El Paso,DVDs,124.85,Cash
516,2012-01-01,09:24,Tucson,Video Games,442.24,Visa
517,2012-01-01,09:24,Minneapolis,Women's Clothing,216.99,Amex
518,2012-01-01,09:24,Anchorage,Health and Beauty,144.33,Discover
519,2012-01-01,09:24,Kansas City,DVDs,443.78,Discover
520,2012-01-01,09:25,Baltimore,Consumer Electronics,28.37,Amex
521,2012-01-01,09:25,Bakersfield,Pet Supplies,314.67,MasterCard
522,2012-01-01,09:25,Saint Paul,DVDs,473.62,Cash
523,2012-01-01,09:25,Newark,Children's Clothing,276.99,MasterCard
524,2012-01-01,09:25,Wichita,Cameras,146.07,MasterCard
525,2012-01-01,09:25,Memphis,CDs,267.76,MasterCard
526,2012-01-01,09:25,Tucson,CDs,317.22,Amex
527,2012-01-01,09:25,Norfolk,Garden,17.77,Amex
528,2012-01-01,09:25,Milwaukee,Music,409.58,Amex
529,2012-01-01,09:25,Newark,Video Games,280.5,Visa
530,2012-01-01,09:25,Charlotte,Men's Clothing,436.25,Visa
531,2012-01-01,09:25,Kansas City,Children's Clothing,206.27,MasterCard
532,2012-01-01,09:25,Scottsdale,Books,113.85,Visa
533,2012-01-01,09:25,Oakland,Books,434.96,Discover
534,2012-01-01,09:25,Chesapeake,Consumer Electronics,392.13,Cash
535,2012-01-01,09:25,Henderson,Garden,497.17,Visa
536,2012-01-01,09:25,Cleveland,Men's Clothing,65.51,Visa
537,2012-01-01,09:25,Pittsburgh,Crafts,407.37,MasterCard
538,2012-01-01,09:25,Wichita,Computers,499.55,Cash
539,2012-01-01,09:25,Sacramento,Baby,378.6,Cash
540,2012-01-01,09:25,Memphis,Crafts,441.85,Visa
541,2012-01-01,09:26,Fort Worth,Crafts,60.1,Visa
542,2012-01-01,09:26,Chicago,Music,188.25,Cash
543,2012-01-01,09:26,St. Petersburg,Men's Clothing,159.31,Cash
544,2012-01-01,09:26,San Francisco,Video Games,211.66,Amex
545,2012-01-01,09:26,Madison,Computers,188.79,MasterCard
546,2012-01-01,09:26,Aurora,Men's Clothing,475.65,MasterCard
547,2012-01-01,09:26,Birmingham,DVDs,411.8,Cash
548,2012-01-01,09:26,Baltimore,Music,11.63,Discover
549,2012-01-01,09:26,San Antonio,Toys,210.32,Amex
550,2012-01-01,09:26,Laredo,CDs,387.05,MasterCard
551,2012-01-01,09:26,Columbus,Garden,349.83,Visa
552,2012-01-01,09:26,Chicago,Women's Clothing,406.11,Amex
553,2012-01-01,09:26,Greensboro,Men's Clothing,100.2,Amex
554,2012-01-01,09:26,Fremont,Books,39.72,Visa
555,2012-01-01,09:26,Winston–Salem,Books,111.85,Discover
556,2012-01-01,09:26,Milwaukee,Men's Clothing,209.18,MasterCard
557,2012-01-01,09:26,Colorado Springs,Men's Clothing,12.62,Visa
558,2012-01-01,09:26,Saint Paul,Cameras,350.91,Cash
559,2012-01-01,09:26,Fort Worth,Toys,487.35,Discover
560,2012-01-01,09:26,Omaha,Toys,160.88,Discover
561,2012-01-01,09:27,Chandler,Music,291.45,Visa
562,2012-01-01,09:27,Colorado Springs,Women's Clothing,354.67,Discover
563,2012-01-01,09:27,Durham,Cameras,193.01,Discover
564,2012-01-01,09:27,Oklahoma City,Women's Clothing,3.9,Amex
565,2012-01-01,09:27,Detroit,DVDs,130.88,Cash
566,2012-01-01,09:27,Reno,Books,461.62,Visa
567,2012-01-01,09:27,Plano,Garden,332.72,Discover
568,2012-01-01,09:27,Chicago,Men's Clothing,267.91,Visa
569,2012-01-01,09:27,Columbus,Pet Supplies,133.61,Visa
570,2012-01-01,09:27,San Bernardino,Pet Supplies,36.94,Amex
571,2012-01-01,09:27,San Jose,Children's Clothing,136.12,MasterCard
572,2012-01-01,09:27,Miami,Health and Beauty,166.14,MasterCard
573,2012-01-01,09:27,Toledo,Toys,96.17,Visa
574,2012-01-01,09:27,Seattle,Pet Supplies,59.53,Cash
575,2012-01-01,09:27,Hialeah,Crafts,241.2,MasterCard
576,2012-01-01,09:27,Toledo,Toys,70.36,Amex
577,2012-01-01,09:27,Gilbert,DVDs,451.59,Discover
578,2012-01-01,09:27,Hialeah,DVDs,461.34,Discover
579,2012-01-01,09:27,Oakland,Baby,357.38,MasterCard
580,2012-01-01,09:27,Rochester,Crafts,70.37,Cash
581,2012-01-01,09:27,Lincoln,Pet Supplies,18.89,Discover
582,2012-01-01,09:27,Anchorage,Men's Clothing,450.6,Cash
583,2012-01-01,09:27,Fremont,Video Games,329.51,MasterCard
584,2012-01-01,09:27,Las Vegas,Crafts,155.66,Visa
585,2012-01-01,09:27,Anchorage,Books,59.31,Amex
586,2012-01-01,09:27,Chandler,Baby,421.75,Amex
587,2012-01-01,09:28,Detroit,Toys,327.04,MasterCard
588,2012-01-01,09:28,Virginia Beach,Health and Beauty,91.6,Visa
589,2012-01-01,09:28,Milwaukee,Children's Clothing,329.25,Cash
590,2012-01-01,09:28,North Las Vegas,Crafts,271.43,Amex
591,2012-01-01,09:28,Norfolk,Garden,176.29,Visa
592,2012-01-01,09:28,Pittsburgh,Video Games,300.91,Cash
593,2012-01-01,09:28,Winston–Salem,Pet Supplies,43.02,MasterCard
594,2012-01-01,09:28,New Orleans,Crafts,187.54,MasterCard
595,2012-01-01,09:28,Nashville,Baby,425.54,Discover
596,2012-01-01,09:28,Detroit,Garden,7.2,Amex
597,2012-01-01,09:28,San Francisco,Children's Clothing,370.81,MasterCard
598,2012-01-01,09:28,Las Vegas,Children's Clothing,199.09,Discover
599,2012-01-01,09:28,Garland,Women's Clothing,90.96,Discover
600,2012-01-01,09:28,Fort Wayne,Video Games,374.14,MasterCard
601,2012-01-01,09:28,Lexington,Children's Clothing,450.24,MasterCard
602,2012-01-01,09:28,North Las Vegas,Men's Clothing,402.55,Cash
603,2012-01-01,09:28,Milwaukee,DVDs,290.67,Visa
604,2012-01-01,09:28,Richmond,CDs,289.02,Discover
605,2012-01-01,09:29,Chandler,Books,295.39,Cash
606,2012-01-01,09:29,Lexington,Video Games,306.41,Discover
607,2012-01-01,09:29,Mesa,Pet Supplies,214.78,MasterCard
608,2012-01-01,09:29,Buffalo,Men's Clothing,269.4,MasterCard
609,2012-01-01,09:29,Corpus Christi,Children's Clothing,216.5,Amex
610,2012-01-01,09:29,Indianapolis,Computers,149.05,Amex
611,2012-01-01,09:29,Miami,Children's Clothing,418.27,Visa
612,2012-01-01,09:29,Newark,Sporting Goods,469.78,Cash
613,2012-01-01,09:29,Richmond,Cameras,86.8,Cash
614,2012-01-01,09:29,Aurora,Crafts,495.97,Cash
615,2012-01-01,09:29,Orlando,Women's Clothing,459.12,Amex
616,2012-01-01,09:29,Chicago,CDs,93.5,Cash
617,2012-01-01,09:29,Gilbert,Pet Supplies,151.46,Cash
618,2012-01-01,09:29,Atlanta,Books,221.24,Visa
619,2012-01-01,09:29,Fremont,Books,179.52,Discover
620,2012-01-01,09:29,Albuquerque,Garden,91.31,Cash
621,2012-01-01,09:29,Lexington,Garden,315.29,Cash
622,2012-01-01,09:29,Columbus,DVDs,223.58,Visa
623,2012-01-01,09:29,Bakersfield,Children's Clothing,149.04,MasterCard
624,2012-01-01,09:29,Riverside,Video Games,414.33,Visa
625,2012-01-01,09:29,Albuquerque,Health and Beauty,183.44,Cash
626,2012-01-01,09:29,Richmond,Crafts,110.71,Discover
627,2012-01-01,09:30,Fort Worth,Health and Beauty,133.16,Visa
628,2012-01-01,09:30,Houston,Health and Beauty,135.7,Visa
629,2012-01-01,09:30,Durham,Cameras,77.32,Discover
630,2012-01-01,09:30,Austin,Women's Clothing,418.26,Visa
631,2012-01-01,09:30,Las Vegas,Consumer Electronics,263.28,Discover
632,2012-01-01,09:30,Raleigh,Baby,416.07,MasterCard
633,2012-01-01,09:30,Boston,Health and Beauty,390.14,Cash
634,2012-01-01,09:30,Long Beach,Pet Supplies,348.56,Visa
635,2012-01-01,09:30,San Bernardino,Video Games,304.03,MasterCard
636,2012-01-01,09:30,Long Beach,Consumer Electronics,32.86,Cash
637,2012-01-01,09:30,Memphis,Toys,353.26,Visa
638,2012-01-01,09:30,Dallas,Sporting Goods,473.69,MasterCard
639,2012-01-01,09:30,Houston,Men's Clothing,197.32,Amex
640,2012-01-01,09:30,Miami,Crafts,24.59,Amex
641,2012-01-01,09:30,Louisville,Women's Clothing,307.95,Visa
642,2012-01-01,09:30,Chesapeake,Baby,372.74,MasterCard
643,2012-01-01,09:30,Scottsdale,Cameras,151.64,Cash
644,2012-01-01,09:30,Chicago,Baby,405.12,MasterCard
645,2012-01-01,09:30,Tulsa,Consumer Electronics,185.67,Amex
646,2012-01-01,09:30,Houston,Music,464.15,Discover
647,2012-01-01,09:30,Buffalo,Toys,439.22,Visa
648,2012-01-01,09:30,Tucson,Music,366.74,Amex
649,2012-01-01,09:30,Madison,Consumer Electronics,122.17,Visa
650,2012-01-01,09:30,Winston–Salem,Men's Clothing,418.26,Discover
651,2012-01-01,09:31,Colorado Springs,Garden,332.59,MasterCard
652,2012-01-01,09:31,Chandler,Sporting Goods,24.31,Visa
653,2012-01-01,09:31,Rochester,Video Games,156.21,MasterCard
654,2012-01-01,09:31,San Diego,CDs,238.16,Amex
655,2012-01-01,09:31,San Bernardino,Sporting Goods,454.17,Amex
656,2012-01-01,09:31,Richmond,Children's Clothing,184.54,Visa
657,2012-01-01,09:31,Tampa,Toys,307.82,Amex
658,2012-01-01,09:31,Pittsburgh,Sporting Goods,422.54,Visa
659,2012-01-01,09:31,Laredo,Consumer Electronics,48.11,Cash
660,2012-01-01,09:31,Oklahoma City,Women's Clothing,14.62,Cash
661,2012-01-01,09:31,Santa Ana,Health and Beauty,125.88,Visa
662,2012-01-01,09:31,Miami,Pet Supplies,442.4,Cash
663,2012-01-01,09:31,Colorado Springs,CDs,0.74,MasterCard
664,2012-01-01,09:31,Pittsburgh,Women's Clothing,131.02,Discover
665,2012-01-01,09:31,Omaha,DVDs,188.5,Discover
666,2012-01-01,09:31,Jersey City,Garden,4.28,Amex
667,2012-01-01,09:31,San Francisco,Garden,475.82,Discover
668,2012-01-01,09:31,Louisville,Consumer Electronics,29.07,Cash
669,2012-01-01,09:31,Madison,Computers,202.7,Cash
670,2012-01-01,09:31,Rochester,Children's Clothing,431.34,Cash
671,2012-01-01,09:31,Austin,Computers,166.57,MasterCard
672,2012-01-01,09:31,Plano,Crafts,213.51,Visa
673,2012-01-01,09:32,Honolulu,Pet Supplies,91.59,Discover
674,2012-01-01,09:32,San Jose,Sporting Goods,422.91,MasterCard
675,2012-01-01,09:32,Greensboro,Children's Clothing,142.41,Visa
676,2012-01-01,09:32,Las Vegas,Sporting Goods,306.84,Amex
677,2012-01-01,09:32,San Francisco,Children's Clothing,292.62,Cash
678,2012-01-01,09:32,Austin,CDs,294.33,Discover
679,2012-01-01,09:32,Reno,Video Games,294.46,Discover
680,2012-01-01,09:32,Anchorage,Crafts,230.76,Discover
681,2012-01-01,09:32,Norfolk,CDs,432.98,Visa
682,2012-01-01,09:32,San Antonio,Crafts,38.67,Amex
683,2012-01-01,09:32,Stockton,CDs,228.21,Visa
684,2012-01-01,09:32,Tulsa,Garden,127.19,Amex
685,2012-01-01,09:32,Chandler,Cameras,289.09,Amex
686,2012-01-01,09:32,Houston,CDs,121.24,Amex
687,2012-01-01,09:32,Greensboro,DVDs,371.98,Discover
688,2012-01-01,09:32,Raleigh,Books,274.2,Discover
689,2012-01-01,09:32,Oakland,Toys,103.97,Amex
690,2012-01-01,09:32,Cincinnati,Cameras,236.57,Visa
691,2012-01-01,09:32,Lubbock,CDs,304.11,MasterCard
692,2012-01-01,09:32,Baltimore,DVDs,110.52,Amex
693,2012-01-01,09:33,San Francisco,Children's Clothing,203.82,MasterCard
694,2012-01-01,09:33,Columbus,Video Games,393.02,MasterCard
695,2012-01-01,09:33,Greensboro,Toys,207.88,Cash
696,2012-01-01,09:33,Spokane,Baby,245.63,MasterCard
697,2012-01-01,09:33,Plano,Consumer Electronics,308.08,Cash
698,2012-01-01,09:33,Seattle,Children's Clothing,101.49,Amex
699,2012-01-01,09:33,Houston,Cameras,125.14,Cash
700,2012-01-01,09:33,Long Beach,Children's Clothing,169.09,Discover
701,2012-01-01,09:33,Boston,Cameras,346.35,Discover
702,2012-01-01,09:33,Fort Worth,Health and Beauty,379.66,MasterCard
703,2012-01-01,09:33,Chesapeake,Music,29.41,Discover
704,2012-01-01,09:33,Scottsdale,DVDs,142.77,Amex
705,2012-01-01,09:33,San Bernardino,Sporting Goods,9.89,Amex
706,2012-01-01,09:33,Las Vegas,Video Games,87.49,Amex
707,2012-01-01,09:33,Portland,Books,75.58,Discover
708,2012-01-01,09:33,Boise,Sporting Goods,288.66,MasterCard
709,2012-01-01,09:33,Los Angeles,DVDs,430.34,Discover
710,2012-01-01,09:33,New Orleans,Garden,37.42,Cash
711,2012-01-01,09:34,Laredo,Garden,348.21,Cash
712,2012-01-01,09:34,Norfolk,Sporting Goods,224.09,Amex
713,2012-01-01,09:34,Milwaukee,CDs,418.29,MasterCard
714,2012-01-01,09:34,Tucson,Health and Beauty,268.79,MasterCard
715,2012-01-01,09:34,Chandler,CDs,419.92,Visa
716,2012-01-01,09:34,Durham,Music,336.48,Cash
717,2012-01-01,09:34,Jersey City,Pet Supplies,264.72,Cash
718,2012-01-01,09:34,Baltimore,Music,245.79,MasterCard
719,2012-01-01,09:34,Baton Rouge,Toys,199.85,MasterCard
720,2012-01-01,09:34,Phoenix,Books,2.55,Amex
721,2012-01-01,09:34,Long Beach,Crafts,453.08,Amex
722,2012-01-01,09:34,Chula Vista,Computers,355.7,MasterCard
723,2012-01-01,09:34,Memphis,Sporting Goods,488.5,Cash
724,2012-01-01,09:34,Washington,Baby,144.14,Amex
725,2012-01-01,09:34,Wichita,Children's Clothing,80.44,MasterCard
726,2012-01-01,09:34,Honolulu,Toys,417.42,Cash
727,2012-01-01,09:34,Seattle,Baby,411.15,Visa
728,2012-01-01,09:34,Austin,Consumer Electronics,186.6,Amex
729,2012-01-01,09:34,Fort Wayne,Crafts,37.11,Amex
730,2012-01-01,09:34,Sacramento,Pet Supplies,50.27,MasterCard
731,2012-01-01,09:34,Birmingham,Health and Beauty,485.49,Cash
732,2012-01-01,09:34,El Paso,Women's Clothing,126.12,Visa
733,2012-01-01,09:35,Baton Rouge,Toys,411.54,Visa
734,2012-01-01,09:35,San Francisco,Children's Clothing,4.94,Discover
735,2012-01-01,09:35,Chula Vista,Books,185.9,Discover
736,2012-01-01,09:35,Lubbock,Children's Clothing,78.78,Visa
737,2012-01-01,09:35,Nashville,Health and Beauty,51.21,Cash
738,2012-01-01,09:35,Jersey City,Children's Clothing,58.09,Visa
739,2012-01-01,09:35,Baltimore,Baby,456.62,Cash
740,2012-01-01,09:35,Irvine,CDs,335.86,Cash
741,2012-01-01,09:35,Phoenix,Garden,259.52,Visa
742,2012-01-01,09:35,Albuquerque,Crafts,218.31,Amex
743,2012-01-01,09:35,Tucson,Baby,379.08,Discover
744,2012-01-01,09:35,New York,Baby,32.81,Visa
745,2012-01-01,09:35,St. Louis,Women's Clothing,0.87,Visa
746,2012-01-01,09:35,Tampa,Women's Clothing,153.44,Discover
747,2012-01-01,09:35,Denver,Books,468.08,Visa
748,2012-01-01,09:35,Reno,Pet Supplies,58.23,Discover
749,2012-01-01,09:35,Chicago,Cameras,46.65,Discover
750,2012-01-01,09:35,Santa Ana,Consumer Electronics,432.45,Cash
751,2012-01-01,09:35,Scottsdale,Music,277.66,Amex
752,2012-01-01,09:35,Tampa,Crafts,16.09,Visa
753,2012-01-01,09:35,Atlanta,Health and Beauty,484.31,MasterCard
754,2012-01-01,09:35,Boise,Pet Supplies,143.57,Cash
755,2012-01-01,09:36,Baton Rouge,Sporting Goods,210.55,Amex
756,2012-01-01,09:36,Virginia Beach,Toys,145.38,MasterCard
757,2012-01-01,09:36,Honolulu,DVDs,40.78,Amex
758,2012-01-01,09:36,Detroit,Pet Supplies,77.06,Amex
759,2012-01-01,09:36,Tampa,Crafts,72.7,Cash
760,2012-01-01,09:36,Houston,Health and Beauty,215.04,Amex
761,2012-01-01,09:36,Detroit,Sporting Goods,181.94,Cash
762,2012-01-01,09:36,Henderson,Music,358.35,Amex
763,2012-01-01,09:36,Fort Wayne,Children's Clothing,151.91,MasterCard
764,2012-01-01,09:36,Milwaukee,Garden,423.32,Amex
765,2012-01-01,09:36,Reno,Computers,76.12,Visa
766,2012-01-01,09:36,Memphis,Sporting Goods,50.9,Amex
767,2012-01-01,09:36,Gilbert,Toys,77.33,Cash
768,2012-01-01,09:36,Spokane,Video Games,15.49,Discover
769,2012-01-01,09:36,Oklahoma City,Consumer Electronics,150.99,Discover
770,2012-01-01,09:36,Jersey City,Sporting Goods,45.75,MasterCard
771,2012-01-01,09:36,San Diego,Books,147.41,Discover
772,2012-01-01,09:36,Jersey City,Baby,155.28,Visa
773,2012-01-01,09:36,Winston–Salem,Women's Clothing,293.71,Amex
774,2012-01-01,09:37,Charlotte,Consumer Electronics,265.2,Discover
775,2012-01-01,09:37,Cleveland,Sporting Goods,393.68,Discover
776,2012-01-01,09:37,Lincoln,Consumer Electronics,393.55,Cash
777,2012-01-01,09:37,Denver,Sporting Goods,207.76,MasterCard
778,2012-01-01,09:37,New York,Sporting Goods,383.34,Cash
779,2012-01-01,09:37,Kansas City,Garden,62.12,Visa
780,2012-01-01,09:37,Milwaukee,Toys,267.36,Visa
781,2012-01-01,09:37,Santa Ana,Pet Supplies,403.42,Discover
782,2012-01-01,09:37,Tampa,Computers,211.28,Amex
783,2012-01-01,09:37,Tulsa,Consumer Electronics,232.11,Cash
784,2012-01-01,09:37,Colorado Springs,Sporting Goods,71.58,Amex
785,2012-01-01,09:37,Phoenix,Baby,197.64,Discover
786,2012-01-01,09:37,Miami,CDs,102.53,Discover
787,2012-01-01,09:37,Los Angeles,Children's Clothing,61.22,Visa
788,2012-01-01,09:37,Lincoln,Toys,84.18,Discover
789,2012-01-01,09:37,Fort Wayne,Pet Supplies,226.14,Visa
790,2012-01-01,09:37,Honolulu,Books,19.85,Cash
791,2012-01-01,09:37,Philadelphia,Sporting Goods,458.27,Amex
792,2012-01-01,09:37,Minneapolis,CDs,206.97,Cash
793,2012-01-01,09:37,Plano,Baby,285.46,Visa
794,2012-01-01,09:37,Tucson,Health and Beauty,216.9,MasterCard
795,2012-01-01,09:37,Colorado Springs,Health and Beauty,451.91,MasterCard
796,2012-01-01,09:37,Kansas City,Computers,134.61,Visa
797,2012-01-01,09:38,Garland,Video Games,266.71,Cash
798,2012-01-01,09:38,Boise,Books,470.48,Discover
799,2012-01-01,09:38,Cincinnati,Men's Clothing,460.26,Visa
800,2012-01-01,09:38,Norfolk,Music,16.33,Visa
801,2012-01-01,09:38,Raleigh,Video Games,211.08,Visa
802,2012-01-01,09:38,Richmond,Books,251.11,Discover
803,2012-01-01,09:38,St. Louis,DVDs,159.51,Visa
804,2012-01-01,09:38,Milwaukee,Sporting Goods,74.16,Visa
805,2012-01-01,09:38,San Bernardino,Toys,394.52,Cash
806,2012-01-01,09:38,Sacramento,Video Games,97.16,Visa
807,2012-01-01,09:38,Milwaukee,CDs,74.07,MasterCard
808,2012-01-01,09:38,Bakersfield,Music,36.89,Cash
809,2012-01-01,09:38,Durham,Video Games,477.38,Amex
810,2012-01-01,09:38,Minneapolis,Women's Clothing,446.55,Visa
811,2012-01-01,09:38,Louisville,Books,369.98,Amex
812,2012-01-01,09:38,Boston,Cameras,188.8,Visa
813,2012-01-01,09:38,St. Petersburg,Baby,287.47,Visa
814,2012-01-01,09:39,Scottsdale,Cameras,344.22,MasterCard
815,2012-01-01,09:39,Santa Ana,Women's Clothing,352.47,Visa
816,2012-01-01,09:39,Scottsdale,Health and Beauty,400.61,Visa
817,2012-01-01,09:39,New York,Computers,338.95,Cash
818,2012-01-01,09:39,Fresno,Men's Clothing,186.56,Amex
819,2012-01-01,09:39,Atlanta,DVDs,48.79,MasterCard
